WATERBODY_ID,VERSION,DATE_RETRIEVED,UP_STREAM,DOWN_STREAM,IMMEDIATE_UP_STREAM,IMMEDIATE_DOWN_STREAM,CATCHMENT_LENGTH,WATERBODY_NAME,WB_TYPE_NAME,Easting,Northing,NGR,BB_MAX_X,BB_MAX_Y,BB_MIN_X,BB_MIN_Y,HMD_NAME
GB105032045170,2,13/09/2013,GB105032045150,"GB105032045140, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",GB105032045150,GB105032045140,,Slade Brook,River,484502,280773,SP8450280773,488259,281028,477812,276125,Heavily Modified
GB105032045180,2,13/09/2013,,"GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032050383,,Alledge Brook,River,497555,277640,SP9755577640,499301,278186,495848,277611,Not Designated A/HMWB
GB105032045190,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Thorpe Waterville Brook,River,503481,280619,TL0348180619,504868,281529,502074,279265,Not Designated A/HMWB
GB105032045200,2,13/09/2013,,"GB105032045140, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045140,,Ise - Upper,River,481783,282824,SP8178382824,489681,283297,468500,276336,Not Designated A/HMWB
GB105032045210,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Barnwell Brook,River,504819,285184,TL0481985184,505176,286717,504712,283466,Not Designated A/HMWB
GB105032045220,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Stoke Doyle Brook,River,501898,285794,TL0189885794,503940,286235,499785,284843,Not Designated A/HMWB
GB105032045230,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Harpers Brook,River,496504,281966,SP9650481966,501756,286818,491308,279837,Heavily Modified
GB105032045240,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Lyveden Brook,River,502366,288021,TL0236688021,503757,288177,500849,287777,Not Designated A/HMWB
GB105032045250,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Glapthorn Brook,River,501112,290169,TL0111290169,504346,290732,498595,288768,Not Designated A/HMWB
GB105032045380,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045390,,Church Brampton Arm,River,472620,264349,SP7262064349,473476,264879,471887,264186,Heavily Modified
GB105032045390,2,13/09/2013,"GB105032045380, GB105032045410, GB105032045440, GB105032045450, GB105032045470, GB105032045490, GB105032045510, GB105032045530, GB105032045540","GB105032045050, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200","GB105032045380, GB105032045410, GB105032045440, GB105032045450, GB105032045470",GB105032045050,,Brampton Branch - Lower,River,474854,260280,SP7485460280,475234,268219,472387,259729,Heavily Modified
GB105032045400,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB105032045340, GB640523160000, GB530503311300, GB530503200200",,GB105032045340,,Tributary of Whilton Branch,River,462873,265377,SP6287365377,463473,265465,462318,265309,Not Designated A/HMWB
GB105032045410,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045390,,Malton Arm of the Brampton Branch,River,474247,266361,SP7424766361,474876,266563,473725,265976,Not Designated A/HMWB
GB105032045420,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045050,,Billing Brook (Northampton),River,480386,262775,SP8038662775,481226,264576,479503,261080,Heavily Modified
GB105032045430,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045050,,Sywell Brook,River,484410,263612,SP8441063612,484898,265501,483144,261832,Heavily Modified
GB105032045440,2,13/09/2013,"GB105032045490, GB105032045510","GB105032045050, GB105032045390, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200","GB105032045490, GB105032045510",GB105032045390,,Holdenby Arm of Spratton Brook,River,471408,268299,SP7140868299,473096,269335,470269,268158,Heavily Modified
GB105032045450,2,13/09/2013,"GB105032045530, GB105032045540","GB105032045050, GB105032045390, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200","GB105032045530, GB105032045540",GB105032045390,,Brampton Branch - Mid,River,473440,269424,SP7344069424,473714,271058,473078,268219,Not Designated A/HMWB
GB105032045470,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045390,,Pitsford Arm of the Brampton Branch,River,475840,269120,SP7584069120,478210,270625,473500,267636,Heavily Modified
GB105032050290,2,13/09/2013,"GB105032045580, GB105032045590","GB105032050381, GB640523160000, GB530503311300, GB530503200200","GB105032045580, GB105032045590",GB105032050381,,Willow Brook (Nene),River,501688,296696,TL0168896696,508317,297267,495434,292612,Not Designated A/HMWB
GB105032050330,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Billing Brook,River,511749,294926,TL1174994926,512398,297524,511030,291359,Heavily Modified
GB105032050340,2,13/09/2013,,"GB105032050382, GB640523160000, GB530503311300, GB530503200200",,GB105032050382,,Stanground Lode,River,519139,294686,TL1913994686,520184,297718,516089,292630,Heavily Modified
GB105032050350,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Wittering Brook,River,506375,303098,TF0637503098,508911,303892,503035,299464,Not Designated A/HMWB
GB105032050381,2,13/09/2013,"GB105032045030, GB105032045040, GB105032045050, GB105032045060, GB105032045070, GB105032045080, GB105032045090, GB105032045100, GB105032045110, GB105032045120, GB105032045130, GB105032045140, GB105032045150, GB105032045170, GB105032045180, GB105032045190, GB105032045200, GB105032045210, GB105032045220, GB105032045230, GB105032045240, GB105032045250, GB105032045380, GB105032045390, GB105032045400, GB105032045410, GB105032045420, GB105032045430, GB105032045440, GB105032045450, GB105032045470, GB105032050290, GB105032050330, GB105032050350, GB105032050383, GB105032045260, GB105032045270, GB105032045280, GB105032045290, GB105032045310, GB105032045320, GB105032045330, GB105032045340, GB105032045360, GB105032045480, GB105032045490, GB105032045510, GB105032045530, GB105032045540, GB105032045550, GB105032045560, GB105032045580, GB105032045590","GB640523160000, GB530503311300, GB530503200200","GB105032045190, GB105032045210, GB105032045220, GB105032045230, GB105032045240, GB105032045250, GB105032050290, GB105032050330, GB105032050350, GB105032050383, GB105032045260, GB105032045270",GB530503200200,,Nene - Islip to tidal,River,500948,280442,TL0094880442,527446,299590,499103,278960,Heavily Modified
GB105032050382,2,13/09/2013,GB105032050340,"GB640523160000, GB530503311300, GB530503200200",GB105032050340,GB530503200200,,Mortons Leam,River,534303,300423,TF3430300423,545608,309220,520001,297366,Artificial
GB105032050383,2,13/09/2013,"GB105032045030, GB105032045040, GB105032045050, GB105032045060, GB105032045070, GB105032045080, GB105032045090, GB105032045100, GB105032045110, GB105032045120, GB105032045130, GB105032045140, GB105032045150, GB105032045170, GB105032045180, GB105032045200, GB105032045380, GB105032045390, GB105032045400, GB105032045410, GB105032045420, GB105032045430, GB105032045440, GB105032045450, GB105032045470, GB105032045280, GB105032045290, GB105032045310, GB105032045320, GB105032045330, GB105032045340, GB105032045360, GB105032045480, GB105032045490, GB105032045510, GB105032045530, GB105032045540, GB105032045550, GB105032045560","GB105032050381, GB640523160000, GB530503311300, GB530503200200","GB105032045050, GB105032045060, GB105032045090, GB105032045120, GB105032045130, GB105032045140, GB105032045180",GB105032050381,,Nene - conf Ise to Islip,River,499499,277241,SP9949977241,499506,278961,491064,266984,Heavily Modified
GB105033030490,2,13/09/2013,,"GB105033037971, GB105033037972, GB105033030520, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033030520,,Whistle Brook,River,493981,218969,SP9398118969,494402,221330,493836,216580,Heavily Modified
GB105033030500,2,13/09/2013,,"GB105033037971, GB105033037972, GB105033030520, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033030520,,Eaton Bray Brook,River,495677,220732,SP9567720732,496713,221671,495061,220280,Heavily Modified
GB105033037510,2,13/09/2013,,"GB105033037750, GB105033037790, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037750,,Hexton Brook,River,512105,233244,TL1210533244,512219,235685,511311,231037,Heavily Modified
GB105033037530,2,13/09/2013,,"GB105033037750, GB105033037790, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037750,,New Inn Brook,River,507609,232869,TL0760932869,511652,235284,505099,229382,Heavily Modified
GB105033037540,2,13/09/2013,,"GB105033037550, GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037550,,Wicken Water,River,551539,234121,TL5153934121,552299,234467,551140,233373,Not Designated A/HMWB
GB105033037550,2,13/09/2013,"GB105033037540, GB105033037560, GB105033037480, GB105033037490","GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300","GB105033037540, GB105033037560, GB105033037480, GB105033037490",GB105033037590,,Cam (Newport to Audley End),River,552160,236551,TL5216036551,552418,238619,551986,234356,Heavily Modified
GB105033037560,2,13/09/2013,,"GB105033037550, GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037550,,Wendon Brook,River,548378,237031,TL4837837031,551999,238311,544545,236037,Heavily Modified
GB105033037570,2,13/09/2013,,"GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037590,,Tributary of Cam,River,549051,242397,TL4905142397,549501,244422,547336,240968,Heavily Modified
GB105033037580,2,13/09/2013,,"GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037590,,Slade,River,553275,238565,TL5327538565,554257,238619,552256,238368,Heavily Modified
GB105033037590,2,13/09/2013,"GB105033037540, GB105033037550, GB105033037560, GB105033037570, GB105033037580, GB105033037480, GB105033037490","GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300","GB105033037550, GB105033037570, GB105033037580",GB105033037600,,Cam (Audley End to Stapleford),River,549131,245417,TL4913145417,552257,251537,546368,238618,Heavily Modified
GB105033037600,2,13/09/2013,"GB105033037540, GB105033037550, GB105033037560, GB105033037570, GB105033037580, GB105033037590, GB105033037480, GB105033037490, GB105033037810","GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300","GB105033037590, GB105033037810",GB105033042750,,Cam (Stapleford to Hauxton Junction),River,544090,252388,TL4409052388,546369,254046,542894,251513,Heavily Modified
GB105033037700,2,13/09/2013,"GB105033037710, GB105033037680, GB105033037690","GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300","GB105033037710, GB105033037680, GB105033037690",GB105033038170,,Hiz (DS Hitchin),River,518061,235180,TL1806135180,519131,238656,517901,230444,Heavily Modified
GB105033037710,2,13/09/2013,,"GB105033037700, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037700,,Stondon Brook,River,516451,234567,TL1645134567,517990,235135,514824,234310,Heavily Modified
GB105033037720,2,13/09/2013,"GB105033037730, GB105033037740","GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300","GB105033037730, GB105033037740",GB105033038170,,Ivel (US Henlow),River,522332,237542,TL2233237542,524238,238656,518396,234266,Heavily Modified
GB105033037730,2,13/09/2013,,"GB105033037720, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037720,,Pix Brook,River,521225,236065,TL2122536065,521780,238428,519121,233236,Heavily Modified
GB105033037740,2,13/09/2013,,"GB105033037720, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037720,,Cat Ditch,River,525430,237756,TL2543037756,529140,238435,522073,236765,Heavily Modified
GB105033037750,2,13/09/2013,"GB105033037510, GB105033037530, GB105033037500","GB105033037790, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300","GB105033037510, GB105033037530, GB105033037500",GB105033037790,,Campton Brook (Hit),River,512849,237720,TL1284937720,514569,239255,511651,235283,Heavily Modified
GB105033037770,2,13/09/2013,,"GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033038170,,Henlow Brook,River,517535,238153,TL1753538153,518253,241481,514298,236701,Heavily Modified
GB105033037790,2,13/09/2013,"GB105033037510, GB105033037530, GB105033037750, GB105033037500, GB105033037640, GB105033037650, GB105033037660, GB105033037670","GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300","GB105033037750, GB105033037640, GB105033037650, GB105033037660, GB105033037670",GB105033038170,,Flit and Ivel Navigation d/s of Shefford,River,511188,238485,TL1118838485,518246,241581,502212,232856,Heavily Modified
GB105033037800,2,13/09/2013,,"GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033038170,,Ickwell Brook,River,515847,247632,TL1584747632,516345,248988,515440,246141,Heavily Modified
GB105033037900,2,13/09/2013,,"GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033038000,,Loughton Brook,River,482673,240005,SP8267340005,483494,241644,482307,237749,Heavily Modified
GB105033037910,2,13/09/2013,,"GB105033037920, GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033037920,,Deanshanger Brook,River,474869,240106,SP7486940106,477566,241240,472905,239333,Not Designated A/HMWB
GB105033037920,2,13/09/2013,"GB105033037910, GB105033037940, GB105033037950, GB105033037960, GB105033030550, GB105033030570, GB105033030580, GB105033037850, GB105033037860, GB105033037870, GB105033037880, GB105033037890, GB105033037980, GB105033037990, GB105033038200, GB105033038210, GB105033038220","GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB105033037910, GB105033037960, GB105033037850, GB105033037860, GB105033037870, GB105033037990, GB105033038220",GB105033038000,,Ouse (Buckingham to Cosgrove),River,477436,238427,SP7743638427,480190,242154,472638,234486,Heavily Modified
GB105033037930,3,13/09/2013,,"GB105033037971, GB105033037972, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033037971,,Broughton Brook,River,490769,238989,SP9076938989,498472,241656,488584,231995,Heavily Modified
GB105033037940,2,13/09/2013,,"GB105033037920, GB105033037860, GB105033037880, GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033037880,,Radstone Brook,River,459486,240896,SP5948640896,462538,241101,457947,239588,Heavily Modified
GB105033037950,2,13/09/2013,,"GB105033037920, GB105033037860, GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033037860,,Hinton Stream,River,456453,238008,SP5645338008,459373,241035,455235,236080,Heavily Modified
GB105033037960,2,13/09/2013,,"GB105033037920, GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033037920,,Leckhampstead Brook,River,473107,238014,SP7310738014,475146,239646,471127,236142,Not Designated A/HMWB
GB105033037971,2,13/09/2013,"GB70510191, GB105033030490, GB105033030500, GB105033037930, GB105033030520, GB105033030530, GB105033030540, GB105033037630, GB105033037830, GB105033037840","GB105033037972, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB105033037930, GB105033030520, GB105033037830, GB105033037840",GB105033037972,,Ouzel US Caldecote Mill,River,488184,232391,SP8818432391,492069,242659,487570,224797,Heavily Modified
GB105033037972,3,13/09/2013,"GB70510191, GB105033030490, GB105033030500, GB105033037930, GB105033037971, GB105033030520, GB105033030530, GB105033030540, GB105033037630, GB105033037830, GB105033037840","GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",GB105033037971,GB105033047923,,Ouzel DS Caldecote Mill,River,487937,243211,SP8793743211,488642,244038,487576,242658,Not Designated A/HMWB
GB105033038070,2,13/09/2013,,"GB105033038000, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033038000,,Tathall Brook,River,482477,245111,SP8247745111,483004,247761,481056,242412,Heavily Modified
GB105033038080,2,13/09/2013,,"GB105033037610, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037610,,Shep,River,539518,247374,TL3951847374,540549,249462,539262,245216,Heavily Modified
GB105033038090,2,13/09/2013,,"GB105033038110, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033038110,,Cople Brook,River,508174,246373,TL0817446373,510151,249884,506404,243409,Heavily Modified
GB105033038100,2,13/09/2013,,"GB105033037610, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037610,,Rhee (US Wendy),River,524978,240177,TL2497840177,532265,247944,524128,239404,Heavily Modified
GB105033038110,2,13/09/2013,"GB105033038090, GB105033038010, GB105033038050","GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB105033038090, GB105033038010, GB105033038050",GB105033047923,,Elstow Brook (DS Shortstown),River,509039,249120,TL0903949120,511051,250482,506837,247284,Heavily Modified
GB105033038120,2,13/09/2013,,"GB105033037610, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037610,,Hoffer Brook,River,541742,249272,TL4174249272,542277,250231,541404,248413,Heavily Modified
GB105033038140,2,13/09/2013,,"GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033047923,,Bromham Brook,River,499783,250046,SP9978350046,501136,250890,498040,249219,Not Designated A/HMWB
GB105033038150,2,13/09/2013,,"GB105033037610, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037610,,Tributary of Rhee,River,535449,250544,TL3544950544,537242,251881,532347,247769,Heavily Modified
GB105033038160,2,13/09/2013,,"GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033047923,,Ravenstone Brook,River,484878,248599,SP8487848599,485275,249117,484667,248254,Not Designated A/HMWB
GB105033038260,2,13/09/2013,"GB105033038230, GB105033038240","GB105033038000, GB105033038180, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB105033038230, GB105033038240",GB105033038180,,Tove (US Greens Norton),River,464444,246739,SP6444446739,466729,248723,460781,245169,Not Designated A/HMWB
GB105033038270,2,13/09/2013,,"GB105033038000, GB105033038180, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033038180,,Shutlanger Brook,River,472860,249207,SP7286049207,473888,249899,471511,248302,Heavily Modified
GB105033038280,2,13/09/2013,,"GB105033038000, GB105033038180, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033038180,,Blakesley Brook,River,463032,249773,SP6303249773,466729,252208,460255,248722,Heavily Modified
GB105033042670,2,13/09/2013,,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033042750,,Cherry Hinton Brook,River,547370,260049,TL4737060049,548316,260188,547146,256394,Heavily Modified
GB105033042680,2,13/09/2013,,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033042750,,Bin Brook,River,541379,258333,TL4137958333,544675,258941,537243,257385,Heavily Modified
GB105033042690,2,13/09/2013,,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033042750,,Bourn Brook,River,534289,257184,TL3428957184,543559,259555,527527,254463,Heavily Modified
GB105033042700,2,13/09/2013,,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033042750,,Bottisham Lode - Quy Water,River,551113,260412,TL5111360412,553185,265826,550764,258011,Heavily Modified
GB105033042710,2,13/09/2013,,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033042750,,Swaffham - Bulbeck Lode,River,555333,261516,TL5533361516,555627,267283,552180,260948,Heavily Modified
GB105033042720,2,13/09/2013,GB105033042780,"GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",GB105033042780,GB105033042750,,Burwell Lode,River,555868,267517,TL5586867517,559212,270028,553609,265765,Heavily Modified
GB105032045260,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Southwick Brook,River,502920,292230,TL0292092230,504572,292755,501404,291894,Not Designated A/HMWB
GB105032045270,2,13/09/2013,,"GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050381,,Stonepit Dyke,River,502025,293708,TL0202593708,504828,294520,499582,292728,Not Designated A/HMWB
GB105032045280,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB640523160000, GB530503311300, GB530503200200",,GB105032045320,,Bugbrooke,River,467133,257848,SP6713357848,467583,258897,466387,256488,Not Designated A/HMWB
GB105032045290,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045310, GB105032045320, GB640523160000, GB530503311300, GB530503200200",,GB105032045310,,Everdon Brook,River,459831,256853,SP5983156853,460794,259221,457000,256168,Not Designated A/HMWB
GB105032045310,2,13/09/2013,GB105032045290,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB640523160000, GB530503311300, GB530503200200",GB105032045290,GB105032045320,,Nene - headwaters to conf Whilton Branch,River,458726,259133,SP5872659133,463834,259980,454010,259091,Not Designated A/HMWB
GB105032045320,2,13/09/2013,"GB105032045400, GB105032045280, GB105032045290, GB105032045310, GB105032045340, GB105032045360, GB105032045480, GB105032045550, GB105032045560","GB105032045050, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200","GB105032045280, GB105032045310, GB105032045340, GB105032045550",GB105032045050,,Nene - conf Whilton Branch to conf Brampton Branch,River,469516,259587,SP6951659587,475234,260052,463833,258621,Heavily Modified
GB105032045330,2,13/09/2013,"GB105032045030, GB105032045040","GB105032045050, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200","GB105032045030, GB105032045040",GB105032045050,,Grendon Brook,River,487782,262767,SP8778262767,488924,264394,487233,260932,Heavily Modified
GB105032045340,2,13/09/2013,"GB105032045400, GB105032045360, GB105032045480","GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB640523160000, GB530503311300, GB530503200200","GB105032045400, GB105032045360, GB105032045480",GB105032045320,,Whilton Branch - Lower,River,462845,262395,SP6284562395,463834,265828,461973,259583,Heavily Modified
GB105032045360,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB105032045340, GB640523160000, GB530503311300, GB530503200200",,GB105032045340,,"Welton Village Trib, Whilton branch of R. Nene",River,459367,265542,SP5936765542,461974,266097,457799,263171,Heavily Modified
GB105032045480,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB105032045340, GB640523160000, GB530503311300, GB530503200200",,GB105032045340,,Whilton Branch - Upper,River,462431,268988,SP6243168988,462671,272635,461222,265827,Not Designated A/HMWB
GB105032045490,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032045440, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045440,,Ravensthopre arm of Spratton Brook,River,468282,270328,SP6828270328,470281,271666,466129,269334,Heavily Modified
GB105032045510,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032045440, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045440,,Hollowell Arm of Spratton Brook,River,469032,272602,SP6903272602,470498,274964,466402,269334,Heavily Modified
GB105032045530,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032045450, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045450,,Cottesbrooke Brook,River,471702,272330,SP7170272330,473659,274150,470765,271057,Not Designated A/HMWB
GB105032045540,2,13/09/2013,,"GB105032045050, GB105032045390, GB105032045450, GB105032050381, GB105032050383, GB640523160000, GB530503311300, GB530503200200",,GB105032045450,,Brampton Branch - Upper,River,474757,278720,SP7475778720,476778,278917,473536,271057,Not Designated A/HMWB
GB105032045550,2,13/09/2013,GB105032045560,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB640523160000, GB530503311300, GB530503200200",GB105032045560,GB105032045320,,Wootton Brook,River,474278,257001,SP7427857001,477175,258899,472144,255723,Not Designated A/HMWB
GB105032045560,2,13/09/2013,,"GB105032045050, GB105032050381, GB105032050383, GB105032045320, GB105032045550, GB640523160000, GB530503311300, GB530503200200",,GB105032045550,,Kislingbury Arm of Wootton Brook,River,470208,258145,SP7020858145,472164,258621,469600,256539,Not Designated A/HMWB
GB105032045580,2,13/09/2013,,"GB105032050290, GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050290,,Southern Stream,River,494902,291087,SP9490291087,495694,292613,483955,286853,Heavily Modified
GB105032045590,2,13/09/2013,,"GB105032050290, GB105032050381, GB640523160000, GB530503311300, GB530503200200",,GB105032050290,,Northern Stream,River,491945,291610,SP9194591610,495435,292658,488587,290124,Heavily Modified
GB105033030520,2,13/09/2013,"GB70510191, GB105033030490, GB105033030500, GB105033030530, GB105033030540","GB105033037971, GB105033037972, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB70510191, GB105033030490, GB105033030500, GB105033030530",GB105033037971,,Ouzel (US Clipstone Brook),River,492254,222480,SP9225422480,495062,224798,491395,221307,Heavily Modified
GB105033030530,2,13/09/2013,,"GB105033037971, GB105033037972, GB105033030520, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033030520,,Ouzel Brook,River,499042,223528,SP9904223528,502819,225798,495061,221670,Heavily Modified
GB105033030540,2,13/09/2013,,"GB70510191, GB105033037971, GB105033037972, GB105033030520, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB70510191,,Ledburn Brook,River,490027,222149,SP9002722149,491460,223080,488576,221346,Heavily Modified
GB105033030550,2,13/09/2013,,"GB105033037920, GB105033030580, GB105033038000, GB105033038220, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033030580,,Claydon Brook Tributary,River,475475,225364,SP7547525364,475670,225930,475090,224919,Heavily Modified
GB105033030570,2,13/09/2013,,"GB105033037920, GB105033030580, GB105033038000, GB105033038220, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300",,GB105033030580,,Claydon Brook,River,480500,227525,SP8050027525,482988,228953,475619,225929,Heavily Modified
GB105033030580,2,13/09/2013,"GB105033030550, GB105033030570, GB105033038200","GB105033037920, GB105033038000, GB105033038220, GB105033047921, GB105033047923, GB640523160000, GB530503300300, GB530503311300","GB105033030550, GB105033030570, GB105033038200",GB105033038220,,Claydon Brook (DS Granborough),River,473387,228174,SP7338728174,475620,229115,470335,225929,Heavily Modified
GB105033037480,2,13/09/2013,,"GB105033037550, GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037550,,Cam (US Newport),River,552491,229719,TL5249129719,556074,234357,552153,229172,Not Designated A/HMWB
GB105033037490,2,13/09/2013,,"GB105033037550, GB105033037590, GB105033037600, GB105033042750, GB205033000070, GB205033047665, GB640523160000, GB530503300300, GB530503311300",,GB105033037550,,Debden Water,River,553644,234093,TL5364434093,554544,234357,552376,233627,Heavily Modified
GB105033037500,2,13/09/2013,,"GB105033037750, GB105033037790, GB105033038170, GB105033047921, GB640523160000, GB530503300300, GB530503311300",,GB105033037750,,Barton Brook,River,511303,234262,TL1130334262,511711,235284,508139,229256,Heavily Modified
